species,species_num,attribute,value
Iris-virginica,2,total_area,28.35
Iris-virginica,2,total_area,32.26
Iris-virginica,2,total_area,36.66
Iris-virginica,2,total_area,19.9
Iris-virginica,2,total_area,32.51
Iris-virginica,2,total_area,27.189999999999998
Iris-virginica,2,total_area,41.17
Iris-virginica,2,total_area,31.0
Iris-virginica,2,total_area,27.35
Iris-virginica,2,total_area,31.95
Iris-virginica,2,total_area,24.25
Iris-virginica,2,total_area,28.479999999999997
Iris-virginica,2,total_area,32.67
Iris-virginica,2,total_area,29.4
Iris-virginica,2,total_area,44.0
Iris-virginica,2,total_area,35.89
Iris-virginica,2,total_area,20.700000000000003
Iris-virginica,2,total_area,35.19
Iris-virginica,2,total_area,25.479999999999997
Iris-virginica,2,total_area,34.96
Iris-virginica,2,total_area,25.830000000000002
Iris-virginica,2,total_area,34.08
Iris-virginica,2,total_area,33.84
Iris-virginica,2,total_area,26.0
Iris-virginica,2,total_area,27.119999999999997
Iris-virginica,2,total_area,29.68
Iris-virginica,2,total_area,30.880000000000003
Iris-virginica,2,total_area,32.309999999999995
Iris-virginica,2,total_area,42.82
Iris-virginica,2,total_area,30.24
Iris-virginica,2,total_area,25.289999999999996
Iris-virginica,2,total_area,23.7
Iris-virginica,2,total_area,37.129999999999995
Iris-virginica,2,total_area,34.86
Iris-virginica,2,total_area,29.740000000000002
Iris-virginica,2,total_area,26.64
Iris-virginica,2,total_area,32.730000000000004
Iris-virginica,2,total_area,34.21
Iris-virginica,2,total_area,33.12
Iris-virginica,2,total_area,25.35
Iris-virginica,2,total_area,35.33
Iris-virginica,2,total_area,36.36
Iris-virginica,2,total_area,32.06
Iris-virginica,2,total_area,25.25
Iris-virginica,2,total_area,29.9
Iris-virginica,2,total_area,33.5
Iris-virginica,2,total_area,26.880000000000003
